<w1>	0.03717608612449879
<w4>	0.18704267438151542
<w6>	0.0698488554271208
<w9>	0.022509180320487356
<w2>	0.22548662158011057
<w7>	0.05667464412328789
<w8>	0.03229457167796903
<w13>	0.0017336953836469644
<w3>	0.24405562632805464
<w5>	0.09870837125256847
<w11>	0.005932248078905654
<w10>	0.013589125677503346
<w12>	0.0038959039368967516
<w16>	0.00010999914931976557
<w15>	0.00025323979980759216
<w14>	0.0005978937278273522
<w17>	4.5782612972374955e-05
<w18>	2.3571246282806908e-05
<w19>	1.1634525408821357e-05
<w20>	3.928541047134484e-06
<w21>	3.3241501168061024e-06
<w27>	1.5109773258209555e-07
<w22>	1.6620750584030512e-06
<w29>	4.5329319774628664e-07
<w33>	1.5109773258209555e-07
<w31>	1.5109773258209555e-07
<w23>	4.5329319774628664e-07
<mean_word_len>	4.024793475841664
<stdev_word_len>	2.1775587824352463
<s38>	0.008148913013144308
<s26>	0.01997041832947283
<s45>	0.0047777188625010465
<s52>	0.0026372338347333464
<s49>	0.003505148885105908
<s28>	0.017556442385510563
<s35>	0.010434515669913208
<s48>	0.004088410124745347
<s57>	0.0019283900315351771
<s10>	0.04077247230206792
<s60>	0.0014344319482041694
<s14>	0.03740127815142467
<s34>	0.011185220327630955
<s13>	0.038668266681550524
<s5>	0.021577875143024585
<s22>	0.026009544274830463
<s16>	0.03432590070605308
<s37>	0.008916362012669885
<s46>	0.004557251695364608
<s11>	0.04058270309491251
<s54>	0.002344207853096308
<s31>	0.014176876063963386
<s43>	0.0055507493092959
<s32>	0.012968492730164932
<s17>	0.03304495855775402
<s12>	0.0398347891608294
<s23>	0.024103480032372393
<s19>	0.03024586275221165
<s24>	0.022959283342170626
<s20>	0.028892361789411996
<s25>	0.020690425027209556
<s33>	0.012449418134122177
<s18>	0.031669131805877264
<s29>	0.016406664248039517
<s41>	0.006636340803170262
<s9>	0.040125024418831805
<s27>	0.018700639075712334
<s55>	0.0022158345659029385
<s6>	0.029288644545530654
<s7>	0.034459855440515726
<s8>	0.0391957134484972
<s3>	0.01876203499567438
<s15>	0.0365835961264756
<s39>	0.007707978678871431
<s61>	0.0014762928027237463
<s21>	0.02737699885580331
<s36>	0.009881952390254793
<s30>	0.01520386236151034
<s71>	0.0006893087377557001
<s40>	0.007381464013618731
<s42>	0.006184243574358831
<s51>	0.0027711885691959924
<s67>	0.0008846593921803924
<s56>	0.0019423436497083694
<s66>	0.0009879161666620155
<s76>	0.0004967488069656462
<s47>	0.003876315128512823
<s44>	0.005109814975023023
<s68>	0.0007507046577177462
<s4>	0.017042949236737086
<s50>	0.0032707280997962772
<s62>	0.0013395473446264617
<s69>	0.0007897747886026847
<s53>	0.0026009544274830463
<s65>	0.0010241955739123156
<s2>	0.005185164513158262
<s59>	0.0016130382608210308
<s81>	0.0003823291379454693
<s58>	0.001685597075321631
<s63>	0.0011581503083749616
<s97>	0.0001534897999051154
<s100>	0.00010046605084698462
